age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
50.0,technician,married,,no,1130.0,yes,no,,23.0,jul,119.0,,-1.0,0.0,unknown,
57.0,management,married,tertiary,no,215.0,no,yes,cellular,,jul,,9.0,-1.0,0.0,unknown,no
,admin.,single,secondary,no,,,yes,cellular,23.0,,125.0,2.0,-1.0,0.0,unknown,no
,,married,secondary,no,475.0,no,yes,cellular,23.0,jul,158.0,2.0,-1.0,0.0,unknown,no
43.0,admin.,married,secondary,no,315.0,no,no,,23.0,jul,,,-1.0,0.0,unknown,no
26.0,technician,single,,no,33.0,no,no,cellular,23.0,jul,91.0,,-1.0,0.0,unknown,no
48.0,services,,secondary,yes,-470.0,yes,no,cellular,23.0,,544.0,11.0,-1.0,0.0,unknown,no
48.0,blue-collar,married,,no,291.0,,,cellular,23.0,jul,448.0,,-1.0,0.0,unknown,no
42.0,,divorced,secondary,no,0.0,yes,yes,cellular,23.0,jul,168.0,1.0,-1.0,0.0,unknown,
37.0,admin.,married,secondary,no,581.0,yes,,cellular,23.0,jul,,4.0,-1.0,0.0,unknown,
,self-employed,married,tertiary,no,607.0,yes,no,cellular,23.0,jul,123.0,3.0,-1.0,0.0,unknown,no
,technician,married,secondary,no,416.0,yes,yes,cellular,23.0,jul,361.0,3.0,-1.0,0.0,unknown,no
35.0,blue-collar,,secondary,no,74.0,no,no,cellular,23.0,jul,,,-1.0,,unknown,no
48.0,technician,single,secondary,no,329.0,no,no,cellular,23.0,jul,,1.0,-1.0,0.0,unknown,no
56.0,services,married,secondary,no,,no,yes,cellular,23.0,jul,55.0,10.0,-1.0,0.0,unknown,no
50.0,entrepreneur,married,tertiary,no,-168.0,yes,no,cellular,23.0,jul,1327.0,2.0,-1.0,0.0,unknown,yes
48.0,management,married,secondary,no,0.0,yes,no,telephone,23.0,jul,90.0,2.0,-1.0,0.0,unknown,no
44.0,services,married,secondary,no,1106.0,,no,telephone,23.0,jul,,,-1.0,0.0,,no
56.0,retired,married,tertiary,no,5.0,no,no,cellular,23.0,jul,122.0,3.0,,0.0,unknown,no
28.0,services,single,secondary,no,-221.0,no,,cellular,23.0,jul,1090.0,12.0,-1.0,0.0,unknown,no
27.0,housemaid,married,,no,4848.0,,yes,telephone,23.0,jul,82.0,3.0,-1.0,0.0,unknown,no
34.0,management,married,tertiary,no,415.0,no,yes,cellular,,jul,361.0,2.0,-1.0,0.0,unknown,no
59.0,housemaid,married,primary,no,,no,yes,telephone,,jul,,,-1.0,0.0,unknown,no
,blue-collar,single,secondary,no,,,yes,cellular,23.0,jul,2078.0,6.0,-1.0,0.0,unknown,yes
,technician,married,secondary,no,-470.0,yes,yes,cellular,,jul,185.0,10.0,-1.0,0.0,unknown,no
28.0,self-employed,married,tertiary,,0.0,yes,no,cellular,23.0,jul,339.0,4.0,-1.0,0.0,unknown,no
53.0,management,,,no,6388.0,yes,no,telephone,23.0,jul,203.0,2.0,-1.0,0.0,unknown,no
41.0,admin.,divorced,,no,0.0,no,yes,cellular,23.0,jul,400.0,2.0,-1.0,0.0,unknown,
28.0,technician,single,secondary,no,390.0,,yes,cellular,23.0,,475.0,2.0,-1.0,0.0,unknown,no
,management,married,tertiary,no,0.0,yes,no,cellular,23.0,jul,58.0,,-1.0,0.0,unknown,no
56.0,admin.,,secondary,no,-429.0,no,yes,cellular,23.0,jul,229.0,,-1.0,0.0,unknown,
56.0,management,,tertiary,no,94.0,,no,cellular,,jul,530.0,3.0,-1.0,0.0,unknown,
44.0,management,married,tertiary,no,332.0,yes,no,,23.0,jul,497.0,,-1.0,0.0,unknown,
30.0,,single,tertiary,no,536.0,yes,no,,23.0,jul,81.0,1.0,-1.0,0.0,unknown,
58.0,retired,divorced,unknown,no,5920.0,yes,no,cellular,23.0,jul,255.0,1.0,-1.0,0.0,unknown,no
,management,divorced,tertiary,no,846.0,no,yes,cellular,23.0,jul,206.0,3.0,-1.0,,unknown,no
51.0,admin.,married,tertiary,no,,,no,telephone,23.0,jul,185.0,1.0,-1.0,0.0,unknown,
36.0,management,married,tertiary,,699.0,no,no,cellular,23.0,jul,125.0,1.0,-1.0,0.0,unknown,no
42.0,housemaid,married,secondary,no,279.0,yes,no,cellular,23.0,jul,673.0,1.0,-1.0,0.0,unknown,
28.0,student,single,secondary,no,153.0,no,no,cellular,23.0,jul,1124.0,2.0,-1.0,0.0,unknown,yes
27.0,technician,,secondary,no,-392.0,yes,no,,23.0,jul,228.0,2.0,-1.0,0.0,unknown,yes
29.0,student,single,secondary,no,181.0,yes,no,cellular,23.0,jul,180.0,1.0,-1.0,0.0,unknown,no
45.0,admin.,married,secondary,no,524.0,,no,cellular,23.0,jul,,1.0,-1.0,0.0,unknown,
41.0,management,married,tertiary,no,1408.0,no,no,cellular,23.0,jul,403.0,3.0,-1.0,,unknown,no
44.0,,married,,no,-18.0,no,yes,cellular,23.0,jul,510.0,2.0,-1.0,0.0,unknown,no
,technician,married,secondary,no,694.0,yes,no,cellular,23.0,,413.0,5.0,-1.0,,unknown,no
27.0,,married,secondary,no,0.0,yes,no,cellular,23.0,jul,198.0,13.0,-1.0,,unknown,no
31.0,admin.,,,no,378.0,no,no,,,jul,421.0,2.0,-1.0,0.0,unknown,no
48.0,management,,tertiary,,291.0,yes,no,telephone,23.0,jul,350.0,2.0,-1.0,0.0,unknown,no
52.0,,married,primary,yes,0.0,no,no,cellular,23.0,jul,322.0,3.0,-1.0,0.0,unknown,no
44.0,management,married,secondary,no,8262.0,yes,,cellular,23.0,jul,201.0,16.0,-1.0,0.0,,
,admin.,single,,no,895.0,no,no,cellular,23.0,jul,,,-1.0,0.0,unknown,yes
59.0,retired,married,secondary,no,,yes,yes,cellular,23.0,jul,437.0,,-1.0,0.0,unknown,no
40.0,blue-collar,single,secondary,yes,61.0,no,no,cellular,23.0,jul,68.0,2.0,-1.0,0.0,unknown,no
54.0,management,divorced,secondary,no,299.0,no,yes,cellular,23.0,,147.0,,,0.0,unknown,no
60.0,technician,married,,,591.0,no,no,telephone,23.0,jul,248.0,2.0,,0.0,unknown,no
30.0,entrepreneur,divorced,secondary,no,151.0,yes,no,cellular,23.0,jul,108.0,4.0,-1.0,0.0,unknown,
32.0,admin.,single,secondary,no,1291.0,yes,no,cellular,23.0,jul,110.0,2.0,-1.0,0.0,,no
37.0,admin.,married,secondary,no,536.0,,no,cellular,,jul,328.0,2.0,-1.0,0.0,unknown,
25.0,services,married,secondary,no,,yes,no,cellular,23.0,jul,305.0,2.0,-1.0,,unknown,no
56.0,blue-collar,married,,no,0.0,yes,no,telephone,23.0,jul,293.0,5.0,,0.0,unknown,no
51.0,,married,secondary,no,0.0,no,yes,cellular,23.0,jul,,3.0,-1.0,0.0,unknown,no
47.0,blue-collar,married,,no,1110.0,yes,no,telephone,23.0,jul,329.0,,,0.0,unknown,no
42.0,blue-collar,married,unknown,no,149.0,yes,no,,23.0,,329.0,3.0,-1.0,,unknown,no
37.0,,married,unknown,no,1958.0,no,yes,cellular,23.0,jul,609.0,2.0,-1.0,0.0,unknown,no
56.0,retired,married,primary,no,2399.0,yes,no,cellular,,jul,652.0,2.0,-1.0,0.0,unknown,no
36.0,admin.,married,secondary,no,212.0,yes,yes,cellular,23.0,jul,,6.0,-1.0,0.0,unknown,yes
26.0,management,single,tertiary,no,2356.0,yes,,,23.0,jul,252.0,6.0,-1.0,0.0,unknown,no
51.0,self-employed,,secondary,no,95.0,yes,no,cellular,23.0,jul,1309.0,4.0,-1.0,0.0,unknown,yes
33.0,technician,married,secondary,no,844.0,yes,no,cellular,23.0,jul,476.0,3.0,-1.0,0.0,unknown,
31.0,technician,,secondary,no,1014.0,,no,cellular,,jul,158.0,4.0,-1.0,0.0,unknown,
41.0,blue-collar,married,primary,no,4.0,no,no,cellular,,jul,74.0,5.0,-1.0,0.0,unknown,no
53.0,entrepreneur,married,,no,49.0,no,yes,cellular,,jul,419.0,5.0,,0.0,,no
57.0,retired,married,secondary,no,3382.0,no,yes,telephone,23.0,jul,165.0,2.0,-1.0,0.0,unknown,no
37.0,management,married,tertiary,no,216.0,yes,no,cellular,23.0,jul,408.0,3.0,-1.0,0.0,unknown,no
47.0,blue-collar,married,secondary,no,13.0,yes,yes,telephone,23.0,jul,135.0,2.0,-1.0,0.0,unknown,no
26.0,blue-collar,single,secondary,no,5829.0,no,no,cellular,23.0,jul,41.0,2.0,-1.0,0.0,unknown,no
49.0,blue-collar,married,secondary,no,3677.0,yes,no,,23.0,jul,276.0,,-1.0,0.0,unknown,no
50.0,retired,married,primary,no,14.0,,yes,telephone,23.0,jul,83.0,,-1.0,0.0,unknown,no
28.0,services,single,secondary,yes,-7.0,no,yes,cellular,,jul,293.0,5.0,-1.0,0.0,unknown,no
49.0,blue-collar,married,primary,no,,no,no,telephone,23.0,jul,,2.0,-1.0,0.0,unknown,no
53.0,services,married,primary,,8918.0,yes,no,telephone,23.0,jul,173.0,2.0,-1.0,,unknown,no
52.0,services,divorced,secondary,no,6.0,no,no,cellular,23.0,jul,156.0,3.0,-1.0,0.0,unknown,
42.0,technician,single,secondary,no,2646.0,yes,,cellular,,,280.0,,-1.0,0.0,unknown,
33.0,services,single,tertiary,no,395.0,yes,no,cellular,23.0,jul,1359.0,6.0,,0.0,unknown,yes
,blue-collar,,secondary,no,527.0,no,,telephone,23.0,jul,122.0,4.0,-1.0,0.0,unknown,no
59.0,technician,married,secondary,no,135.0,yes,yes,cellular,23.0,,416.0,4.0,-1.0,0.0,unknown,yes
51.0,admin.,married,secondary,no,52.0,yes,yes,telephone,23.0,jul,36.0,15.0,-1.0,0.0,unknown,no
,self-employed,single,secondary,no,3761.0,no,yes,cellular,23.0,jul,,3.0,-1.0,0.0,,no
51.0,admin.,divorced,,no,21.0,no,no,cellular,,jul,53.0,17.0,-1.0,0.0,unknown,no
38.0,admin.,divorced,secondary,no,,yes,no,cellular,,jul,279.0,3.0,-1.0,0.0,unknown,no
59.0,services,married,secondary,no,204.0,,no,cellular,23.0,jul,286.0,2.0,-1.0,0.0,unknown,no
38.0,entrepreneur,married,tertiary,no,0.0,no,no,cellular,23.0,jul,532.0,2.0,-1.0,0.0,unknown,yes
33.0,blue-collar,single,tertiary,,457.0,yes,no,cellular,23.0,jul,107.0,4.0,-1.0,0.0,unknown,no
30.0,self-employed,married,unknown,no,1712.0,no,no,cellular,23.0,jul,933.0,2.0,-1.0,0.0,unknown,no
,admin.,divorced,tertiary,no,1087.0,no,yes,cellular,23.0,jul,85.0,2.0,-1.0,0.0,unknown,no
49.0,blue-collar,married,primary,no,0.0,yes,yes,telephone,23.0,jul,97.0,6.0,-1.0,0.0,unknown,no
47.0,,married,unknown,no,30.0,,yes,cellular,23.0,jul,498.0,2.0,-1.0,,unknown,no
27.0,self-employed,single,tertiary,no,1.0,yes,no,cellular,23.0,jul,171.0,4.0,-1.0,0.0,,no
32.0,housemaid,single,tertiary,no,93.0,no,no,cellular,23.0,jul,495.0,2.0,-1.0,0.0,unknown,no
53.0,technician,married,secondary,no,944.0,yes,no,cellular,23.0,jul,,4.0,-1.0,0.0,unknown,no
55.0,management,divorced,tertiary,no,36.0,no,no,cellular,23.0,jul,111.0,2.0,-1.0,0.0,unknown,no
26.0,technician,single,secondary,no,831.0,no,yes,cellular,23.0,jul,84.0,,-1.0,0.0,unknown,no
35.0,management,single,tertiary,no,657.0,yes,no,cellular,23.0,jul,547.0,2.0,-1.0,0.0,unknown,no
57.0,blue-collar,married,primary,no,94.0,yes,no,telephone,,jul,103.0,5.0,-1.0,0.0,,no
,admin.,married,secondary,no,,yes,no,cellular,23.0,jul,,,-1.0,0.0,unknown,no
51.0,management,married,tertiary,no,22557.0,,no,telephone,23.0,jul,71.0,3.0,-1.0,0.0,unknown,no
39.0,blue-collar,married,primary,no,163.0,yes,,telephone,23.0,jul,192.0,5.0,-1.0,0.0,unknown,no
28.0,admin.,married,secondary,no,1.0,yes,,cellular,24.0,jul,50.0,4.0,-1.0,0.0,,no
56.0,management,married,unknown,no,0.0,no,no,cellular,24.0,jul,,29.0,,0.0,unknown,no
30.0,,single,tertiary,no,-3.0,yes,no,cellular,24.0,jul,57.0,4.0,-1.0,0.0,unknown,no
57.0,services,married,secondary,no,204.0,no,no,telephone,24.0,jul,70.0,3.0,-1.0,0.0,unknown,
35.0,technician,married,tertiary,no,-290.0,yes,yes,cellular,24.0,jul,,3.0,-1.0,0.0,unknown,no
26.0,blue-collar,married,secondary,no,242.0,yes,no,cellular,24.0,jul,117.0,2.0,-1.0,0.0,unknown,no
,services,married,secondary,no,471.0,yes,no,cellular,24.0,jul,430.0,4.0,-1.0,0.0,unknown,yes
29.0,technician,single,tertiary,no,2485.0,no,no,telephone,,,48.0,6.0,-1.0,,unknown,no
48.0,technician,married,secondary,no,93.0,no,no,,24.0,jul,537.0,2.0,-1.0,,unknown,no
30.0,self-employed,married,primary,no,1380.0,yes,no,cellular,24.0,jul,259.0,9.0,,0.0,unknown,no
34.0,management,single,tertiary,,3282.0,yes,no,cellular,24.0,,143.0,4.0,-1.0,0.0,unknown,no
47.0,technician,single,tertiary,no,31.0,no,yes,cellular,24.0,jul,63.0,4.0,-1.0,0.0,unknown,no
31.0,management,single,tertiary,no,241.0,yes,no,cellular,24.0,jul,241.0,3.0,-1.0,0.0,unknown,no
34.0,management,,tertiary,no,48.0,no,no,cellular,24.0,jul,357.0,7.0,-1.0,0.0,unknown,no
39.0,management,,secondary,no,,,no,cellular,24.0,jul,21.0,,-1.0,0.0,unknown,no
38.0,admin.,married,secondary,,3091.0,yes,no,cellular,24.0,jul,13.0,2.0,-1.0,0.0,unknown,no
45.0,blue-collar,married,primary,no,,yes,no,telephone,24.0,jul,32.0,1.0,,0.0,unknown,no
42.0,housemaid,single,primary,no,206.0,no,yes,cellular,24.0,jul,148.0,1.0,-1.0,0.0,unknown,no
35.0,technician,divorced,secondary,no,0.0,no,no,cellular,24.0,jul,262.0,2.0,-1.0,0.0,unknown,no
,admin.,single,secondary,no,768.0,yes,no,cellular,24.0,jul,119.0,5.0,,0.0,unknown,no
40.0,management,married,tertiary,no,0.0,yes,yes,cellular,24.0,jul,53.0,1.0,-1.0,,unknown,no
46.0,blue-collar,married,primary,no,0.0,no,no,cellular,24.0,jul,92.0,1.0,-1.0,0.0,unknown,no
42.0,admin.,,secondary,yes,0.0,no,no,cellular,24.0,jul,226.0,1.0,-1.0,0.0,unknown,
27.0,,single,tertiary,no,1501.0,yes,no,,24.0,jul,187.0,1.0,-1.0,0.0,unknown,no
47.0,technician,married,secondary,no,,,,cellular,24.0,jul,208.0,1.0,,0.0,unknown,
57.0,retired,divorced,primary,yes,0.0,no,yes,cellular,24.0,jul,125.0,2.0,-1.0,0.0,unknown,no
51.0,entrepreneur,married,unknown,no,29.0,yes,no,cellular,24.0,jul,162.0,1.0,,0.0,unknown,no
25.0,management,single,tertiary,no,137.0,yes,no,cellular,24.0,jul,281.0,,-1.0,0.0,unknown,no
,services,married,secondary,no,0.0,yes,,cellular,24.0,jul,139.0,1.0,-1.0,0.0,unknown,
,technician,,,yes,0.0,no,yes,cellular,24.0,jul,,1.0,-1.0,0.0,unknown,no
60.0,technician,single,secondary,no,12.0,no,no,cellular,24.0,jul,205.0,1.0,-1.0,,unknown,no
43.0,,married,tertiary,no,-183.0,no,no,cellular,24.0,jul,65.0,1.0,-1.0,0.0,unknown,no
45.0,technician,,secondary,no,1415.0,yes,no,cellular,24.0,jul,311.0,1.0,-1.0,0.0,,no
56.0,technician,married,secondary,no,582.0,yes,no,cellular,24.0,jul,114.0,4.0,-1.0,0.0,unknown,no
50.0,technician,married,secondary,no,,yes,no,cellular,24.0,jul,186.0,2.0,-1.0,0.0,,no
,blue-collar,married,unknown,no,0.0,,no,cellular,24.0,jul,120.0,5.0,-1.0,0.0,unknown,no
34.0,self-employed,married,secondary,,179.0,yes,yes,,24.0,jul,137.0,4.0,-1.0,0.0,unknown,no
37.0,admin.,divorced,secondary,no,0.0,no,no,cellular,,jul,91.0,1.0,-1.0,0.0,unknown,no
59.0,retired,,secondary,no,319.0,no,no,cellular,24.0,jul,129.0,1.0,,,unknown,no
53.0,services,married,secondary,no,1065.0,no,yes,cellular,24.0,jul,211.0,,-1.0,0.0,unknown,no
53.0,management,married,,,1102.0,no,no,cellular,24.0,jul,78.0,1.0,-1.0,0.0,unknown,no
56.0,,,tertiary,,535.0,yes,no,,,jul,67.0,1.0,-1.0,,unknown,no
,technician,single,secondary,no,3.0,yes,yes,cellular,24.0,jul,71.0,1.0,-1.0,0.0,unknown,no
34.0,management,,tertiary,no,,no,no,cellular,24.0,jul,,3.0,-1.0,0.0,unknown,no
34.0,technician,married,,no,4.0,yes,no,telephone,24.0,jul,70.0,1.0,-1.0,0.0,unknown,no
42.0,entrepreneur,married,tertiary,no,-14.0,yes,no,cellular,24.0,jul,58.0,2.0,,0.0,unknown,no
,unemployed,single,tertiary,yes,-164.0,yes,yes,cellular,24.0,jul,117.0,4.0,-1.0,0.0,unknown,
34.0,self-employed,single,tertiary,no,693.0,,,,24.0,jul,130.0,1.0,,0.0,unknown,
29.0,admin.,married,secondary,no,544.0,no,yes,cellular,24.0,jul,97.0,2.0,-1.0,0.0,unknown,
34.0,management,single,tertiary,no,1.0,yes,no,cellular,24.0,jul,76.0,1.0,-1.0,0.0,unknown,no
32.0,technician,married,tertiary,no,2553.0,yes,no,cellular,24.0,jul,459.0,7.0,-1.0,0.0,unknown,no
29.0,services,married,secondary,no,31.0,yes,no,,24.0,jul,,5.0,-1.0,0.0,unknown,no
51.0,retired,divorced,primary,no,43.0,no,no,cellular,24.0,jul,212.0,2.0,-1.0,0.0,unknown,no
28.0,technician,married,secondary,no,158.0,yes,,telephone,24.0,jul,77.0,1.0,,0.0,unknown,no
43.0,,married,unknown,no,0.0,yes,no,cellular,24.0,jul,380.0,1.0,-1.0,,unknown,no
38.0,management,single,tertiary,no,0.0,no,no,cellular,24.0,jul,164.0,1.0,-1.0,0.0,unknown,no
51.0,blue-collar,married,,no,,yes,no,cellular,24.0,jul,853.0,2.0,-1.0,0.0,unknown,yes
37.0,entrepreneur,married,primary,no,-204.0,yes,no,cellular,24.0,jul,467.0,1.0,,0.0,unknown,no
26.0,admin.,married,secondary,no,,yes,yes,,,jul,46.0,1.0,-1.0,0.0,unknown,no
41.0,entrepreneur,single,secondary,no,663.0,no,no,cellular,24.0,,1204.0,1.0,-1.0,0.0,,yes
40.0,management,married,tertiary,no,416.0,yes,,cellular,24.0,jul,55.0,2.0,-1.0,0.0,unknown,no
40.0,admin.,married,secondary,,1614.0,no,,cellular,24.0,jul,338.0,,-1.0,0.0,,no
51.0,services,married,secondary,,53.0,no,yes,cellular,24.0,,192.0,1.0,-1.0,0.0,unknown,no
41.0,technician,married,secondary,no,0.0,yes,no,,24.0,jul,168.0,1.0,,0.0,unknown,no
44.0,,married,secondary,,0.0,yes,no,cellular,,jul,157.0,1.0,-1.0,0.0,unknown,no
49.0,,divorced,secondary,,10350.0,no,yes,cellular,24.0,jul,346.0,1.0,-1.0,0.0,unknown,no
59.0,retired,married,secondary,no,163.0,no,no,cellular,24.0,jul,,1.0,-1.0,0.0,unknown,no
33.0,services,single,secondary,no,192.0,no,no,cellular,24.0,jul,,1.0,-1.0,0.0,unknown,no
40.0,,married,primary,no,0.0,no,no,cellular,24.0,jul,313.0,1.0,-1.0,0.0,unknown,no
38.0,blue-collar,single,primary,yes,-129.0,yes,no,cellular,24.0,jul,138.0,2.0,-1.0,0.0,unknown,no
45.0,services,divorced,secondary,no,138.0,no,no,telephone,24.0,,279.0,11.0,,0.0,unknown,no
56.0,management,divorced,tertiary,no,,yes,no,cellular,24.0,jul,335.0,2.0,-1.0,0.0,unknown,no
53.0,services,married,secondary,no,,yes,no,,24.0,jul,209.0,,-1.0,0.0,unknown,no
51.0,services,married,secondary,no,-238.0,yes,no,cellular,24.0,jul,63.0,1.0,-1.0,0.0,unknown,no
25.0,technician,single,secondary,no,945.0,yes,no,cellular,24.0,jul,561.0,4.0,-1.0,0.0,unknown,no
41.0,management,married,tertiary,no,0.0,yes,,cellular,24.0,jul,197.0,1.0,-1.0,0.0,unknown,no
39.0,blue-collar,married,primary,no,85.0,yes,no,cellular,24.0,jul,329.0,1.0,,0.0,unknown,no
50.0,,married,,no,1327.0,no,yes,cellular,24.0,jul,325.0,1.0,-1.0,0.0,unknown,no
26.0,entrepreneur,married,secondary,no,1.0,yes,no,,,jul,70.0,2.0,,0.0,,no
,admin.,married,,no,,yes,no,telephone,24.0,,258.0,1.0,,0.0,unknown,no
,management,single,tertiary,,887.0,,no,cellular,24.0,jul,53.0,5.0,-1.0,0.0,unknown,no
45.0,services,married,unknown,no,293.0,no,no,cellular,24.0,jul,196.0,2.0,-1.0,0.0,unknown,
,entrepreneur,divorced,tertiary,no,444.0,no,no,cellular,24.0,jul,,,-1.0,,unknown,no
50.0,blue-collar,married,primary,no,27.0,yes,no,cellular,24.0,jul,142.0,,-1.0,0.0,unknown,no
45.0,management,,tertiary,no,0.0,no,no,cellular,24.0,jul,523.0,2.0,-1.0,0.0,unknown,no
31.0,housemaid,married,primary,no,-184.0,yes,no,cellular,24.0,jul,326.0,1.0,-1.0,0.0,unknown,no
38.0,,,tertiary,no,-255.0,yes,yes,cellular,24.0,jul,63.0,,-1.0,0.0,unknown,no
47.0,housemaid,married,primary,,0.0,yes,no,,,jul,193.0,1.0,-1.0,0.0,unknown,no
33.0,management,married,tertiary,no,4.0,yes,yes,cellular,24.0,jul,604.0,1.0,-1.0,0.0,unknown,no
45.0,entrepreneur,divorced,tertiary,no,1867.0,yes,no,cellular,24.0,jul,144.0,1.0,-1.0,0.0,unknown,no
34.0,technician,married,tertiary,no,,yes,no,cellular,24.0,jul,302.0,1.0,-1.0,0.0,unknown,no
,technician,married,secondary,no,13.0,yes,yes,cellular,,jul,205.0,1.0,-1.0,0.0,unknown,no
44.0,,single,primary,,0.0,,no,cellular,24.0,,184.0,,-1.0,0.0,unknown,no
31.0,admin.,,secondary,no,0.0,yes,,cellular,24.0,jul,137.0,1.0,-1.0,0.0,unknown,no
57.0,management,married,tertiary,,1741.0,no,no,cellular,24.0,jul,,2.0,-1.0,0.0,unknown,no
46.0,blue-collar,married,secondary,no,310.0,yes,no,cellular,24.0,jul,58.0,2.0,-1.0,0.0,unknown,no
32.0,technician,married,tertiary,no,0.0,no,yes,cellular,,,184.0,6.0,-1.0,0.0,unknown,no
55.0,retired,,secondary,no,-268.0,no,yes,cellular,24.0,jul,1417.0,1.0,-1.0,,unknown,yes
38.0,entrepreneur,married,,,593.0,yes,yes,cellular,,jul,1484.0,24.0,-1.0,0.0,unknown,yes
30.0,unemployed,single,,no,79.0,no,yes,,24.0,jul,169.0,1.0,-1.0,0.0,unknown,
28.0,housemaid,married,secondary,no,,yes,,cellular,24.0,jul,,1.0,-1.0,0.0,unknown,no
31.0,management,married,tertiary,no,1224.0,yes,yes,cellular,24.0,jul,1441.0,2.0,,0.0,unknown,yes
28.0,admin.,single,secondary,no,2.0,yes,no,cellular,24.0,jul,454.0,1.0,,0.0,unknown,yes
31.0,self-employed,married,secondary,no,296.0,yes,yes,cellular,24.0,,171.0,1.0,-1.0,0.0,unknown,
51.0,services,married,primary,no,56.0,no,yes,,24.0,jul,,2.0,-1.0,0.0,unknown,
51.0,blue-collar,married,secondary,no,794.0,yes,no,telephone,24.0,jul,747.0,1.0,-1.0,0.0,unknown,no
53.0,management,married,tertiary,yes,-252.0,no,yes,cellular,24.0,jul,223.0,2.0,,0.0,unknown,no
48.0,services,married,secondary,no,0.0,no,no,telephone,24.0,jul,154.0,1.0,,0.0,,no
34.0,management,married,tertiary,no,0.0,yes,no,telephone,24.0,jul,60.0,1.0,-1.0,0.0,unknown,no
34.0,,,tertiary,no,280.0,yes,no,cellular,24.0,,,,-1.0,0.0,unknown,no
36.0,admin.,married,,no,403.0,no,no,cellular,24.0,jul,151.0,2.0,-1.0,0.0,unknown,
52.0,,divorced,tertiary,yes,0.0,no,no,cellular,24.0,jul,335.0,1.0,-1.0,0.0,unknown,no
28.0,management,single,,no,1.0,no,no,cellular,24.0,jul,86.0,11.0,-1.0,0.0,unknown,
51.0,self-employed,married,secondary,no,921.0,no,no,,24.0,,188.0,1.0,,0.0,unknown,no
34.0,technician,married,secondary,no,1234.0,,no,cellular,24.0,jul,185.0,,-1.0,0.0,unknown,
45.0,blue-collar,married,primary,no,1670.0,,yes,cellular,24.0,jul,171.0,1.0,-1.0,0.0,unknown,no
,technician,divorced,secondary,no,162.0,yes,,cellular,24.0,jul,203.0,1.0,-1.0,0.0,unknown,no
,technician,,primary,no,0.0,yes,yes,cellular,24.0,jul,84.0,1.0,-1.0,0.0,unknown,no
28.0,blue-collar,married,secondary,no,258.0,yes,no,cellular,24.0,jul,134.0,1.0,,0.0,unknown,no
52.0,blue-collar,married,primary,no,,no,yes,cellular,24.0,jul,164.0,2.0,-1.0,0.0,unknown,no
,blue-collar,married,secondary,no,218.0,yes,no,cellular,24.0,jul,128.0,2.0,-1.0,0.0,unknown,no
34.0,,married,primary,no,251.0,yes,yes,cellular,,jul,15.0,3.0,-1.0,0.0,unknown,
29.0,admin.,married,secondary,no,,yes,yes,cellular,24.0,jul,,2.0,-1.0,,unknown,no
40.0,blue-collar,,secondary,no,3131.0,yes,no,,24.0,jul,401.0,1.0,,0.0,unknown,no
35.0,technician,single,tertiary,no,4.0,yes,no,cellular,24.0,jul,155.0,1.0,-1.0,0.0,unknown,no
45.0,blue-collar,married,,no,0.0,yes,no,cellular,24.0,,137.0,1.0,-1.0,0.0,unknown,no
32.0,technician,married,tertiary,no,401.0,yes,no,cellular,24.0,jul,200.0,1.0,-1.0,0.0,unknown,no
26.0,entrepreneur,single,secondary,no,87.0,yes,,cellular,24.0,jul,225.0,1.0,-1.0,0.0,unknown,no
33.0,technician,married,secondary,no,346.0,yes,yes,cellular,24.0,jul,379.0,1.0,-1.0,0.0,unknown,no
39.0,admin.,divorced,secondary,no,1086.0,no,no,cellular,24.0,jul,92.0,1.0,-1.0,0.0,,no
,management,single,tertiary,no,945.0,yes,no,cellular,24.0,,188.0,1.0,-1.0,0.0,unknown,no
38.0,unemployed,married,secondary,no,0.0,no,,,,,168.0,2.0,-1.0,0.0,unknown,
37.0,management,divorced,primary,yes,0.0,yes,no,telephone,24.0,jul,305.0,,-1.0,0.0,unknown,no
28.0,management,married,,no,9664.0,yes,no,cellular,24.0,jul,497.0,2.0,,,,no
41.0,,married,secondary,yes,,no,yes,cellular,24.0,jul,651.0,1.0,,0.0,unknown,yes
,blue-collar,single,secondary,no,-806.0,yes,yes,cellular,24.0,jul,205.0,3.0,,0.0,unknown,no
,admin.,single,secondary,no,26.0,no,,telephone,24.0,jul,179.0,4.0,-1.0,0.0,unknown,no
44.0,blue-collar,married,secondary,no,3348.0,no,yes,cellular,24.0,jul,504.0,2.0,,0.0,unknown,no
49.0,blue-collar,married,secondary,no,93.0,no,no,telephone,24.0,jul,212.0,4.0,-1.0,0.0,unknown,no
29.0,entrepreneur,married,tertiary,no,0.0,yes,no,cellular,24.0,jul,36.0,1.0,,,unknown,no
40.0,services,married,secondary,,-345.0,yes,no,cellular,24.0,jul,39.0,,-1.0,0.0,unknown,no
37.0,technician,single,secondary,no,133.0,yes,,cellular,24.0,jul,576.0,2.0,-1.0,0.0,,no
49.0,services,married,secondary,no,86.0,yes,yes,,24.0,jul,92.0,2.0,-1.0,0.0,unknown,no
51.0,blue-collar,married,primary,no,959.0,,yes,cellular,24.0,,240.0,5.0,-1.0,0.0,unknown,no
34.0,technician,married,secondary,no,945.0,yes,yes,cellular,24.0,jul,181.0,1.0,,,unknown,no
